"Date","Mode","CarteMere","CPU","GPU","Disk1","OS"
"2026-03-03 13:04:06","Tout","Pro Q570M-C","Intel(R) Core(TM) i9-10900 CPU @ 2.80GHz","Meta Virtual Monitor","KINGSTON SNVS1000G","Microsoft Windows 11 Entreprise"
